00000060	0.00885808	[9020]  0.37,0.96,0.85	
00000061	0.00899125	[9020]  0.60,0.14,0.50	
00000062	0.00912862	[9020]  0.67,0.51,0.01	
00000063	0.00926293	[9020]  0.89,0.97,0.92	
00000064	0.00939762	[9020]  0.09,0.65,0.41	
00000065	0.00953155	[9020]  0.54,0.61,0.73	
00000066	0.00966548	[9020]  0.43,0.47,0.15	
00000067	0.00979903	[9020]  0.62,0.58,0.82	
00000068	0.00993258	[9020]  0.56,0.91,0.91	
00000069	0.01006765	[9020]  0.23,0.38,0.78	
00000070	0.01020235	[9020]  0.10,0.23,0.76	
00000071	0.01033704	[9020]  0.01,0.42,0.41	
00000072	0.01047174	[9020]  0.06,0.27,0.70	
00000073	0.01060567	[9020]  0.32,0.44,0.57	
00000074	0.01073960	[9020]  0.78,0.63,0.58	
00000075	0.01087276	[9020]  0.34,0.53,0.34	
00000076	0.01100631	[9020]  0.62,0.39,0.70	
00000077	0.01118501	[9020]  0.99,0.87,0.16	
00000078	0.01132888	[9020]  0.65,0.30,0.00	
00000079	0.01147085	[9020]  0.54,0.40,0.56	
00000080	0.01161358	[9020]  0.23,0.52,0.55	
00000081	0.01179381	[9020]  0.74,0.06,0.55	
00000082	0.01194190	[9020]  0.89,0.23,0.69	
00000083	0.01208118	[9020]  0.86,0.12,0.93	
00000084	0.01222391	[9020]  0.60,0.10,0.94	
00000085	0.01236703	[9020]  0.65,0.89,0.90	
00000086	0.01251397	[9020]  0.92,0.03,0.60	
00000087	0.01265670	[9020]  0.43,0.84,0.93	
00000088	0.01279828	[9020]  0.29,0.51,0.12	
00000089	0.01294101	[9020]  0.63,0.11,0.34	
00000090	0.01307762	[9020]  0.30,0.49,0.04	
00000091	0.01322800	[9020]  0.62,0.60,0.54	
00000092	0.01337226	[9020]  0.05,0.09,0.74	
00000093	0.01351384	[9020]  0.99,0.98,0.18	
00000094	0.01365619	[9020]  0.21,0.65,0.43	
00000095	0.01379892	[9020]  0.61,0.46,0.10	
00000096	0.01394165	[9020]  0.35,0.86,0.30	
00000097	0.01407711	[9020]  0.72,0.26,0.78	
00000098	0.01421984	[9020]  0.03,0.82,0.54	
00000099	0.01436257	[9020]  0.07,0.33,0.77	
00000100	0.01451181	[9020]  0.93,0.94,0.64	
00000101	0.01465492	[9020]  0.09,0.24,0.89	
00000102	0.02577028	[9020]  -0.34,1.10,0.97	
00000103	0.02590536	[9020]  0.18,0.79,1.36	
00000104	0.02604427	[9020]  -0.07,0.81,0.89	
00000105	0.02622411	[9020]  -0.65,0.98,1.01	
00000106	0.02636684	[9020]  -0.60,0.72,1.21	
00000107	0.02650919	[9020]  -0.15,0.46,1.02	
00000108	0.02665384	[9020]  0.21,0.24,1.63	
00000109	0.02679656	[9020]  0.02,0.32,0.59	
00000110	0.02694542	[9020]  -0.23,0.97,1.08	
00000111	0.02712794	[9020]  -0.15,0.61,0.79	
00000112	0.02726953	[9020]  -0.36,0.44,0.99	
00000113	0.02741226	[9020]  -0.21,0.76,0.53	
00000114	0.02755537	[9020]  0.22,1.30,1.05	
00000115	0.02769963	[9020]  -0.26,0.55,0.75	
00000116	0.02784236	[9020]  -0.09,0.87,0.72	
00000117	0.02799198	[9020]  0.49,0.54,0.98	
00000118	0.02814695	[9020]  0.15,0.63,1.08	
00000119	0.02829007	[9020]  0.48,0.62,0.85	
00000120	0.02843471	[9020]  -0.20,0.33,1.16	
00000121	0.02857706	[9020]  -0.21,0.48,1.14	
00000122	0.02871864	[9020]  0.41,0.69,1.01	
00000123	0.02886175	[9020]  -0.22,0.42,0.39	
00000124	0.02900448	[9020]  0.00,0.87,1.16	
00000125	0.02915563	[9020]  -0.14,0.98,1.19	
00000126	0.02929875	[9020]  0.25,0.56,0.90	
00000127	0.02944033	[9020]  -0.16,0.99,1.69	
00000128	0.02958306	[9020]  -0.35,0.82,1.17	
00000129	0.02972579	[9020]  0.22,0.93,0.83	
00000130	0.02986890	[9020]  -0.49,0.94,1.52	
00000131	0.03001355	[9020]  -0.52,0.60,0.79	
00000132	0.03016737	[9020]  -0.17,0.45,0.43	
00000133	0.03031049	[9020]  0.14,1.22,1.02	
00000134	0.03045322	[9020]  -0.63,0.76,1.48	
00000135	0.03059671	[9020]  -0.14,0.39,1.42	
00000136	0.03074136	[9020]  -0.31,0.39,1.01	
00000137	0.03088370	[9020]  -0.13,1.12,0.73	
00000138	0.03103026	[9020]  0.10,0.78,1.06	
00000139	0.03118026	[9020]  0.05,0.27,0.97	
00000140	0.03132299	[9020]  -0.39,0.94,0.59	
00000141	0.03146764	[9020]  -0.34,0.49,0.99	
00000142	0.03169110	[9020]  0.24,0.61,1.06	
00000143	0.03184455	[9020]  0.19,0.62,1.20	
00000144	0.03197657	[9020]  -0.05,0.54,1.18	
00000145	0.03212312	[9020]  -0.39,0.97,0.57	
00000146	0.03230067	[9020]  0.09,0.36,0.53	
00000147	0.03243231	[9020]  -0.28,0.89,0.87	
00000148	0.03258346	[9020]  -0.07,1.07,1.35	
00000149	0.03273346	[9020]  0.22,0.56,1.32	
00000150	0.03287619	[9020]  -0.41,0.78,0.67	
00000151	0.03301892	[9020]  -0.18,0.28,1.41	
00000152	0.03317428	[9020]  -0.36,0.64,1.36	
00000153	0.03331777	[9020]  0.07,0.31,0.98	
00000154	0.03346089	[9020]  -0.61,0.88,1.53	
00000155	0.03360323	[9020]  -0.08,0.78,1.28	
00000156	0.03374673	[9020]  0.21,0.72,0.99	
00000157	0.03389137	[9020]  -0.41,0.01,1.02	
00000158	0.03403448	[9020]  -0.62,0.87,0.86	
00000159	0.03418410	[9020]  -0.18,0.81,0.83	
00000160	0.03432875	[9020]  -0.43,0.82,1.57	
00000161	0.03447224	[9020]  -0.09,0.76,0.73	
00000162	0.03461727	[9020]  -0.09,0.16,0.91	
00000163	0.03475961	[9020]  -0.88,0.73,1.29	
00000164	0.03490158	[9020]  0.12,0.63,1.41	
00000165	0.03511702	[9020]  -0.36,0.80,1.18	
00000166	0.03528653	[9020]  0.05,0.38,1.03	
00000167	0.03542888	[9020]  -0.44,0.87,1.12	
00000168	0.03557199	[9020]  -0.58,0.84,1.43	
00000169	0.03571932	[9020]  -0.03,1.02,1.17	
00000170	0.03586434	[9020]  0.14,1.09,1.12	
00000171	0.03600707	[9020]  0.29,0.74,1.27	
00000172	0.03616396	[9020]  0.18,1.04,1.17	
00000173	0.03630593	[9020]  -0.04,0.78,1.14	
00000174	0.03644904	[9020]  -0.48,0.60,1.03	
00000175	0.03659406	[9020]  0.01,0.55,1.17	
00000176	0.03673679	[9020]  -0.30,0.84,0.94	
00000177	0.03687914	[9020]  -0.57,0.07,1.04	
00000178	0.03702226	[9020]  0.03,0.24,0.75	
00000179	0.03717455	[9020]  -0.18,0.73,0.98	
00000180	0.03732417	[9020]  0.01,0.76,1.24	
00000181	0.03746728	[9020]  -0.18,0.79,0.59	
00000182	0.03761001	[9020]  -0.44,0.81,0.66	
00000183	0.03775351	[9020]  -0.47,1.07,0.63	
00000184	0.03789815	[9020]  -0.26,1.16,0.76	
00000185	0.03813081	[9020]  -0.65,0.81,1.36	
00000186	0.03829114	[9020]  -0.33,0.80,0.47	
00000187	0.03843081	[9020]  -0.46,0.92,1.45	
00000188	0.03856627	[9020]  0.16,0.37,1.13	
00000189	0.03870211	[9020]  -0.03,0.62,0.66	
00000190	0.03883757	[9020]  0.20,0.30,1.10	
00000191	0.03897265	[9020]  -0.33,0.61,1.09	
00000192	0.03910926	[9020]  0.26,1.14,1.03	
00000193	0.03924510	[9020]  -0.63,0.05,1.13	
00000194	0.03938094	[9020]  0.02,0.61,1.35	
00000195	0.03951602	[9020]  -0.06,0.28,0.91	
00000196	0.03965186	[9020]  -0.13,0.38,1.42	
00000197	0.03978655	[9020]  -0.36,0.92,0.80	
00000198	0.03992240	[9020]  0.03,0.70,1.61	
00000199	0.04006054	[9020]  0.12,1.08,1.22	
00000200	0.04019676	[9020]  -0.76,0.48,1.21	
00000201	0.04033299	[9020]  0.09,1.21,1.16	
00000202	0.04169256	[9020]  Covariance matrix, H=	
00000203	0.04173350	[9020] -6.3470 -2.2557 -4.5544	
00000204	0.04176106	[9020] -3.8679 -2.6961 6.5731	
00000205	0.04178822	[9020] -3.9017 7.0226 1.5576	
00000206	0.10977224	[9020] W=	
00000207	0.11113296	[9020] 8.5512 0.0000 0.0000	
00000208	0.11247264	[9020] 0.0000 8.1064 0.0000	
00000209	0.11829703	[9020] 0.0000 0.0000 7.7253	
00000210	0.11934972	[9020] UT=	
00000211	0.12057153	[9020] 0.2538 0.6321 0.7321	
00000212	0.12162536	[9020] 0.9608 -0.2521 -0.1154	
00000213	0.12277065	[9020] 0.1117 0.7327 -0.6713	
00000214	0.12378278	[9020] V=	
00000215	0.12476008	[9020] -0.8083 -0.5764 -0.1195	
00000216	0.12576072	[9020] 0.3350 -0.2834 -0.8986	
00000217	0.12678547	[9020] 0.4841 -0.7664 0.4222	
00000218	0.12786111	[9020] ret_R=	
00000219	0.12884223	[9020] -0.7723 -0.4532 -0.4451	
00000220	0.12984173	[9020] -0.2876 -0.3752 0.8812	
00000221	0.13086917	[9020] -0.5664 0.8086 0.1594	
00000222	0.13187937	[9020] RPY DEG: -159.57, 34.50, 78.85	
