0.91204,7.988
5.8918,14.436
1.2545,9.2894
7.2385,16.112
2.6252,10.213
0.76038,7.3883
4.9058,13.218
5.709,14.511
1.0651,7.7877
2.2305,8.9032
3.6834,11.1
4.2896,11.729
0.68417,6.9328
3.8016,11.766
1.9386,8.7883
3.6189,11.538
5.5615,13.682
4.4873,11.749
3.6364,10.118
2.9252,11.196
0.80446,6.9277
2.7633,10.786
3.4836,10.222
1.406,7.8995
2.3692,7.7502
4.8149,12.486
3.1627,10.091
2.8622,10.674
3.5911,9.9784
5.8734,14.231
3.0464,11.161
2.9328,10.589
-0.2875,5.0967
3.583,10.734
0.38436,7.1847
4.3691,12.906
2.9607,9.8447
2.4384,9.8235
0.87516,7.5219
4.8025,12.078
4.6709,13.337
1.8316,8.3542
2.7845,10.42
1.8349,8.2537
2.2219,8.5252
1.6231,8.7375
2.8463,9.8837
3.3441,11.283
2.1932,7.9076
2.8808,9.503
3.6779,11.164
1.1881,7.9165
4.9114,13.211
4.0555,11.229
4.5272,13.582
2.8948,10.027
2.0311,9.0821
3.4273,10.634
3.8762,11.596
4.8739,11.654
3.2802,9.8758
2.902,9.5131
3.3768,11.23
0.71031,6.624
3.4173,11.683
3.0057,9.9642
2.5802,10.714
5.8119,13.295
2.4144,9.5237
3.7538,11.796
2.9213,10.749
6.0996,13.592
3.8709,11.149
1.3577,7.5904
1.7262,8.6963
1.7485,8.9745
4.1668,11.823
2.2375,9.1664
0.045411,6.8832
2.5748,10.116
1.4913,8.5183
1.6847,8.3611
1.717,8.4966
1.8205,8.2196
3.8029,11.923
2.1102,9.3392
3.1712,9.2612
3.1855,10.621
2.7899,9.429
1.8717,8.9628
3.1863,9.2269
4.1611,11.676
1.9121,7.6369
1.1204,7.8662
4.096,11.792
1.4015,7.9083
1.5683,6.7474
4.2707,11.639
3.5853,11.624
2.3871,9.9085
2.0233,8.5677
0.38472,7.3611
2.0044,9.2235
1.4735,6.3515
2.9768,11.04
2.7456,9.3908
4.2977,11.502
5.2689,12.92
4.2265,11.713
1.4332,7.9752
3.8153,11.828
4.2622,11.79
2.8727,10.354
3.5315,10.488
2.8686,11.387
3.0729,11.449
1.4215,7.9104
2.3596,8.6426
1.8464,8.4593
1.1859,7.7567
1.3696,8.5768
1.5334,8.5705
1.5449,9.711
2.9471,9.6469
4.0721,11.433
4.8751,13.703
4.4705,11.068
5.0438,12.996
4.457,12.301
3.6691,11.558
4.5625,11.85
4.3839,10.842
4.1474,13.151
4.5261,12.039
6.5037,11.092
2.6896,14.388
3.2986,11.725
4.6001,13.131
3.7259,11.733
1.6916,15.36
2.0775,15.515
11.307,11.725
11.766,13.348
10.252,14.023
10.99,13.277
11.608,13.412
14.407,15.881
14.034,16.764
11.925,13.162
10.33,12.104
13.471,16.172
10.171,12.251
11.082,13.233
9.9494,12.181
11.033,10.453
11.061,12.546
12.643,15.921
11.639,12.928
12.973,15.296
11.422,13.754
10.4,13.258
11.287,12.619
10.747,14.43
10.549,11.938
11.256,14.134
13.448,13.711
11.698,13.205
9.7377,11.314
10.604,11.116
10.875,12.951
11.899,13.949
10.355,12.933
11.776,12.587
11.777,13.268
12.9,13.828
8.7075,9.516
10.497,11.74
12.333,13.442
12.287,12.784
13.616,16.605
10.557,10.998
14.143,16.606
13.941,15.007
13.389,14.303
11.479,13.028
13.016,15.35
11.812,12.968
11.132,11.955
10.388,10.292
13.225,15.67
11.845,12.982
11.505,12.517
9.456,11.334
10.058,11.535
13.122,13.696
12.077,13.266
11.681,13.561
11.89,13.731
10.966,12.759
11.523,14.567
12.583,17.147
11.732,14.087
9.8781,12.129
10.805,12.762
13.5,14.125
11.723,12.618
12.167,14.472
10.597,11.592
12.285,14.203
12.287,14.006
12.215,15.281
13.037,14.946
11.49,14.881
12.082,12.94
12.965,14.322
11.39,13.177
10.857,11.571
12.73,13.036
12.951,13.469
10.268,10.938
11.094,11.871
11.547,14.254
10.555,11.492
12.502,12.99
10.747,14.041
11.137,14.257
14.602,16.002
12.014,14.67
12.249,12.17
10.873,12.478
13.636,14.86
13.087,15.363
10.399,11.981
11.774,13.153
11.185,11.676
12.441,14.455
11.223,11.803
10.847,11.699
13.077,13.883
12.025,14.323
11.409,12.692
10.998,11.026
7.8498,8.4895
11.543,13.526
12.698,14.477
13.927,16.411
9.8205,10.571
11.332,12.112
12.319,13.677
12.344,14.075
9.8295,11.893
9.4644,9.8686
10.743,12.911
13.271,15.35
11.823,12.72
11.484,15.006
9.9958,10.805
10.343,11.75
11.95,12.584
12.344,11.507
10.612,12.963
9.8208,12.672
12.915,12.896
12.438,12.673
11.727,14.516
10.152,12.079
13.642,15.465
12.05,14.634
10.36,11.69
11.263,11.284
11.964,15.083
11.803,13.445
10.933,12.867
13.863,15.901
11.958,14.343
12.301,14.576
9.7932,10.746
14.194,15.987
9.1239,11.178
12.516,12.339
11.692,12.92
11.058,13.187
9.4284,11.269
9.6716,10.943
2.3449,16.613
1.7084,18.079
3.8039,17.367
